date,hqla,net_cash_outflows,lcr,liquidity_buffer,status
2025-02-07,7280140900.456,8278246894.023924,87.94302699176009,-998105993.5679235,Red
2025-02-08,7346517965.4045,6986270913.183902,105.15649989382419,360247052.2205982,Green
2025-02-09,7462291054.441,7716203494.533924,96.70936049998173,-253912440.09292412,Yellow
2025-02-10,7654487612.8755,6986270913.183902,109.5647121045735,668216699.6915979,Green
2025-02-11,7449672322.759,6986270913.183902,106.63302948502336,463401409.57509804,Green
2025-02-12,7483055070.103499,8192855069.253924,91.33635352815948,-709799999.150425,Yellow
2025-02-13,7791536818.691999,8614656938.223927,90.44512015470197,-823120119.5319271,Yellow
2025-02-14,7624357886.273,6986270913.183902,109.13344158877311,638086973.089098,Green
2025-02-15,7448071499.94,8723265332.865925,85.38169155394732,-1275193832.9259253,Red
2025-02-16,7531998198.153,6986270913.183902,107.81142460334951,545727284.9690981,Green
2025-02-17,7426895947.094,6986270913.183902,106.30701327483003,440625033.9100981,Green
2025-02-18,7671956384.718,6986270913.183902,109.81475639944239,685685471.5340986,Green
2025-02-19,7494275566.3125,6986270913.183902,107.27147085249635,508004653.1285982,Green
2025-02-20,7265591589.5515,9194429844.993925,79.02166542178125,-1928838255.4424248,Red
2025-02-21,7614430126.77,8837342857.473923,86.16198612607093,-1222912730.7039223,Red
2025-02-22,7494270327.420501,6986270913.183902,107.2713958641075,507999414.23659897,Green
2025-02-23,7601066062.937501,6986270913.183902,108.80004736995541,614795149.7535992,Green
2025-02-24,7616801733.8335,8518198017.297924,89.41799331696731,-901396283.4644241,Red
2025-02-25,7332925275.683499,8533014202.047924,85.93593192337119,-1200088926.3644247,Red
2025-02-26,7329855805.8435,6986270913.183902,104.91800127606294,343584892.65959835,Green
2025-02-27,7809126728.397,8389741962.801924,93.07946255106259,-580615234.4049234,Yellow
2025-02-28,7604375564.297,7744558128.603924,98.18992172336894,-140182564.30692387,Yellow
2025-03-01,7201422759.325,6986270913.183902,103.07963789000914,215151846.14109802,Green
2025-03-02,7618618734.288,7773763505.679924,98.004251463547,-155144771.3919239,Yellow
2025-03-03,7329579233.0815,6986270913.183902,104.91404247221125,343308319.89759827,Green
2025-03-04,7575714863.856,7728064367.259924,98.0286201542348,-152349503.403924,Yellow
2025-03-05,7661816267.9555,7174849886.835925,106.78712988843206,486966381.11957455,Green
2025-03-06,7350098359.836499,9766559693.073925,75.25780408682611,-2416461333.237426,Red
2025-03-07,7113476799.724999,7803623171.229924,91.15607767877198,-690146371.5049248,Yellow
2025-03-08,7547889740.7625,6986270913.183902,108.03889277352184,561618827.578598,Green
2025-03-09,7630457338.791,8531842305.213923,89.43504891233076,-901384966.4229231,Red
2025-03-10,7598464268.753,6986270913.183902,108.76280583986255,612193355.5690985,Green
2025-03-11,7203598627.687,11979616539.219925,60.132130307370225,-4776017911.532925,Red
2025-03-12,7390713215.198,6986270913.183902,105.78910132515573,404442302.01409817,Green
2025-03-13,7481262087.7155,6986270913.183902,107.08519868013553,494991174.5315981,Green
2025-03-14,7451708798.455,6986270913.183902,106.66217916618095,465437885.27109814,Green
2025-03-15,7174448257.283,6986270913.183902,102.69353058931605,188177344.0990982,Green
2025-03-16,7669076421.6165,9769953356.595924,78.49655102436007,-2100876934.9794245,Red
2025-03-17,7558062434.718,6986270913.183902,108.18450255708036,571791521.5340986,Green
2025-03-18,7570392508.278,8098886178.615926,93.47448947074543,-528493670.3379259,Yellow
2025-03-19,7369190776.125,6986270913.183902,105.48103369736899,382919862.9410982,Green
2025-03-20,7496882387.594501,7977873800.025924,93.97093229990853,-480991412.4314232,Yellow
2025-03-21,7653903699.6085,6986270913.183902,109.55635409392295,667632786.4245977,Green
2025-03-22,7569501593.9815,7070164911.069923,107.0625889097686,499336682.9115763,Green
2025-03-23,7837044710.2135,6986270913.183902,112.17779567385642,850773797.0295982,Green
2025-03-24,7288747834.262501,6986270913.183902,104.32959049022547,302476921.078599,Green
2025-03-25,7548288916.1045,7965355766.373924,94.76398967601561,-417066850.26942444,Yellow
2025-03-26,7505440086.9605,8197394132.769927,91.55885352586294,-691954045.8094273,Yellow
2025-03-27,7469206597.065,7501323107.229924,99.57185539529726,-32116510.16492462,Yellow
2025-03-28,7323983667.797,6986270913.183902,104.83394873759899,337712754.61309814,Green
2025-03-29,7528856701.0505,8584658565.753923,87.70129462206864,-1055801864.7034235,Red
2025-03-30,7285145216.488,6986270913.183902,104.27802338354913,298874303.3040981,Green
2025-03-31,7439447734.597501,8494348514.169925,87.58114553679212,-1054900779.5724239,Red
2025-04-01,7668393693.563,6986270913.183902,109.76376079392875,682122780.3790979,Green
2025-04-02,7467275791.363,6986270913.183902,106.88500180076592,481004878.1790981,Green
2025-04-03,7655412446.241,9101609088.015923,84.11053883121473,-1446196641.7749224,Red
2025-04-04,7655429186.385,8133253630.095922,94.12505172662019,-477824443.71092224,Yellow
2025-04-05,7766432599.2815,6986270913.183902,111.1670688954438,780161686.0975981,Green
2025-04-06,7635099118.853,6986270913.183902,109.28718931361057,648828205.6690979,Green
2025-04-07,7456425147.429,6986270913.183902,106.72968798501448,470154234.2450981,Green
2025-04-08,7801377691.6985,6986270913.183902,111.66726553613027,815106778.5145979,Green
2025-04-09,7350272869.1435,6986270913.183902,105.21024678949516,364001955.95959854,Green
2025-04-10,7314854556.628,7825597766.097923,93.47342880715686,-510743209.469923,Yellow
2025-04-11,7703634103.247,7752159855.903924,99.37403570670736,-48525752.65692425,Yellow
2025-04-12,7777724502.516,6986270913.183902,111.32869880322754,791453589.332098,Green
2025-04-13,7502471844.500999,7155734233.935922,104.84559095166897,346737610.5650778,Green
2025-04-14,7778661612.9915,6986270913.183902,111.34211240380422,792390699.8075981,Green
2025-04-15,7248811277.934,7963734533.229924,91.02276385139666,-714923255.2959242,Yellow
2025-04-16,7428796203.3585,8114417312.625923,91.55058110949498,-685621109.2674236,Yellow
2025-04-17,7057896878.125,9555626994.969925,73.8611593131489,-2497730116.844925,Red
2025-04-18,7571233849.175,7613039793.141925,99.45086397677069,-41805943.96692467,Yellow
2025-04-19,7591838938.6975,6986270913.183902,108.66797227074063,605568025.5135984,Green
2025-04-20,7403246845.5395,6986270913.183902,105.96850505136747,416975932.35559845,Green
2025-04-21,7600390540.9539995,6986270913.183902,108.79037809156789,614119627.7700977,Green
2025-04-22,7362513813.328,6986270913.183902,105.385461068137,376242900.1440983,Green
2025-04-23,7345829699.676001,7518040596.219924,97.7093646364385,-172210896.54392338,Yellow
2025-04-24,7741067442.3885,6986270913.183902,110.80399741985684,754796529.2045984,Green
2025-04-25,7840574282.969,7531564410.003924,104.10286437376315,309009872.9650755,Green
2025-04-26,7292985428.5485,6986270913.183902,104.39024651600315,306714515.3645983,Green
2025-04-27,7287703549.690001,7629042736.7259245,95.5257927001414,-341339187.03592396,Yellow
2025-04-28,7604851146.6865,6986270913.183902,108.85422625588804,618580233.5025978,Green
2025-04-29,7838102828.712,6986270913.183902,112.19294135760742,851831915.5280981,Green
2025-04-30,7516865210.819501,7712744089.755925,97.46032181728172,-195878878.93642426,Yellow
2025-05-01,7261284819.9175,10859345117.139923,66.86669169816327,-3598060297.2224236,Red
2025-05-02,7345916891.658,7408846962.411926,99.15060911538333,-62930070.75392628,Yellow
2025-05-03,7403086955.481501,6986270913.183902,105.9662164189914,416816042.29759884,Green
2025-05-04,7401109905.768,8480891515.911924,87.26806482410453,-1079781610.1439247,Red
2025-05-05,7295949204.344,8504606473.185925,85.7882046317759,-1208657268.8419247,Red
2025-05-06,7582524016.009,6986270913.183902,108.53464044315686,596253102.825098,Green
2025-05-07,7370484069.787,6986270913.183902,105.49954562852757,384213156.6030979,Green
2025-05-08,7562412728.3005,8063117124.837924,93.790188226399,-500704396.5374241,Yellow
2025-05-09,7546063488.583,8834432240.025925,85.4165076324232,-1288368751.4429245,Red
2025-05-10,7544280996.237499,6986270913.183902,107.98723796983836,558010083.0535975,Green
2025-05-11,7397286546.910501,6986270913.183902,105.88319060102529,411015633.72659874,Green
2025-05-12,7611673236.387,6986270913.183902,108.951876200834,625402323.2030983,Green
2025-05-13,7706122031.486,10691458631.685925,72.07736845791666,-2985336600.1999245,Red
2025-05-14,7585318366.677,6986270913.183902,108.57463818591155,599047453.4930983,Green
2025-05-15,7377849623.0555,6986270913.183902,105.60497459571235,391578709.87159824,Green
2025-05-16,7884909963.5335,7799371238.937923,101.09673872386698,85538724.59557629,Green
2025-05-17,7413313326.1035,7379605482.717924,100.45677026318704,33707843.38557625,Green
2025-05-18,7544520445.9555,8163256565.955924,92.42047441482111,-618736120.0004244,Yellow
2025-05-19,7480680024.9875,6989794105.335923,107.02289527064667,490885919.651577,Green
2025-05-20,7373240491.915,9015258901.161924,81.78623124139791,-1642018409.2469244,Red
2025-05-21,7439884662.734,6986270913.183902,106.49293099547681,453613749.5500984,Green
2025-05-22,7688144861.059,6986270913.183902,110.04647481606504,701873947.8750982,Green
2025-05-23,7286850810.7005005,7993376864.217924,91.16110668220632,-706526053.5174236,Yellow
2025-05-24,7311745231.6235,6986270913.183902,104.65877035809463,325474318.4395981,Green
2025-05-25,7352417837.588,8014590448.701926,91.73791080963876,-662172611.1139259,Yellow
2025-05-26,7696858945.9904995,6986270913.183902,110.17120637943822,710588032.8065977,Green
2025-05-27,7633587495.7695,6986270913.183902,109.26555226142227,647316582.585598,Green
2025-05-28,7513134344.139,9238127402.595924,81.32745974068078,-1724993058.4569244,Red
2025-05-29,7729441683.785501,9578542369.791924,80.69538542901918,-1849100686.006423,Red
2025-05-30,7269578514.5295,7491238705.095924,97.04107425630905,-221660190.56642437,Yellow
2025-05-31,7286745084.827,7909650307.731925,92.12474384239191,-622905222.9049253,Yellow
2025-06-01,7506590013.4595,6986270913.183902,107.44773723695278,520319100.2755985,Green
2025-06-02,7460572840.832,7130222158.017923,104.63310504908459,330350682.8140764,Green
2025-06-03,7394276640.1635,7980575688.969923,92.65342411805258,-586299048.8064232,Yellow
2025-06-04,7510533608.004,6986270913.183902,107.50418501279064,524262694.8200979,Green
2025-06-05,7630108376.0045,6986270913.183902,109.2157528790589,643837462.8205986,Green
2025-06-06,7459469243.9195,6986270913.183902,106.77326053649907,473198330.73559856,Green
2025-06-07,7509307589.687,7340245574.493925,102.30322015084259,169062015.19307518,Green
2025-06-08,7669981484.545501,6986270913.183902,109.78648809726744,683710571.361599,Green
2025-06-09,7416187412.8485,8225673785.289924,90.15902656036472,-809486372.4414234,Yellow
2025-06-10,7266437840.714,6986270913.183902,104.01024997472386,280166927.53009796,Green
2025-06-11,7216328479.846999,7007170770.291925,102.98490955068247,209157709.55507374,Green
2025-06-12,7415547927.9825,7919037472.005924,93.64203609588567,-503489544.02342415,Yellow
2025-06-13,7787133475.0205,9008607018.813927,86.44103865067648,-1221473543.7934265,Red
2025-06-14,7553351957.632999,6986270913.183902,108.11707778722051,567081044.4490976,Green
2025-06-15,7319356778.171,9226133373.885925,79.33287414734373,-1906776595.7149258,Red
2025-06-16,7618973134.8055,6986270913.183902,109.05636539842187,632702221.6215982,Green
2025-06-17,7501832764.786,8005101439.761925,93.71315056076426,-503268674.9759245,Yellow
2025-06-18,7526102670.558,7234227237.597923,104.03464562798268,291875432.96007633,Green
2025-06-19,7782630585.867001,7592651840.145924,102.50213956494845,189978745.72107697,Green
2025-06-20,7446441392.908,6986270913.183902,106.5867826404456,460170479.7240982,Green
2025-06-21,7397695731.1395,6986270913.183902,105.8890475772875,411424817.9555979,Green
2025-06-22,7472068580.991,6986270913.183902,106.95360477490705,485797667.8070984,Green
2025-06-23,7365558732.381,10245375860.193924,71.89154241766963,-2879817127.8129244,Red
2025-06-24,7390747212.6995,7721183372.133925,95.72039487331718,-330436159.43442535,Yellow
2025-06-25,7419588533.724999,6986270913.183902,106.2024165098347,433317620.54109764,Green
2025-06-26,7474978281.812,9055230768.789923,82.54873313196526,-1580252486.9779224,Red
2025-06-27,7481273053.3465,6986270913.183902,107.08535563985176,495002140.1625986,Green
2025-06-28,7639153223.434999,6986270913.183902,109.345218906685,652882310.2510977,Green
2025-06-29,7594567555.3585,6986270913.183902,108.70702911086187,608296642.1745977,Green
2025-06-30,7369746729.0445,10261733529.759924,71.81775581749021,-2891986800.7154236,Red
2025-07-01,7677173595.011499,10130672365.119923,75.78148140931039,-2453498770.108423,Red
2025-07-02,7150635841.6395,6986270913.183902,102.35268472262393,164364928.45559788,Green
2025-07-03,7609308500.377,6986270913.183902,108.91802787116877,623037587.1930981,Green
2025-07-04,7824770611.2915,9855938231.283924,79.39143314083223,-2031167619.992424,Red
2025-07-05,7518744733.073,6986270913.183902,107.62171731537433,532473819.88909817,Green
2025-07-06,7249216223.379,6986270913.183902,103.76374339705163,262945310.19509792,Green
2025-07-07,7720453795.4485,9789065953.851925,78.8681354466772,-2068612158.4034252,Red
2025-07-08,7690153267.609,6986270913.183902,110.07522272142054,703882354.4250984,Green
2025-07-09,7452806665.613,6986270913.183902,106.677893803813,466535752.4290981,Green
2025-07-10,7418038811.787,6986270913.183902,106.18023411872421,431767898.6030979,Green
2025-07-11,7552013980.0865,6986270913.183902,108.09792626041708,565743066.9025984,Green
2025-07-12,7189009150.235499,7179958061.853924,100.12606046307795,9051088.381575584,Green
2025-07-13,7538475321.9885,7893998750.889924,95.49628217433724,-355523428.9014244,Yellow
2025-07-14,7446370150.813,8050279250.115924,92.49828384159186,-603909099.3029242,Yellow
2025-07-15,7426485089.8415,6986270913.183902,106.3011323512643,440214176.6575985,Green
2025-07-16,7917093604.302,7715266423.545922,102.61594570655564,201827180.75607777,Green
2025-07-17,7375473915.6685,6986270913.183902,105.57096922408387,389203002.48459816,Green
2025-07-18,7299337433.442,11264419553.871923,64.79994285132071,-3965082120.429923,Red
2025-07-19,7577457322.488,6986270913.183902,108.46211686678883,591186409.3040981,Green
2025-07-20,7654463598.507,10624721826.375925,72.04389652352833,-2970258227.868925,Red
2025-07-21,7413033607.8455,6986270913.183902,106.10859069115467,426762694.6615982,Green
2025-07-22,7558561186.394,8826658125.957924,85.63332892848048,-1268096939.5639238,Red
2025-07-23,7479056290.6095,6986270913.183902,107.05362536822977,492785377.42559814,Green
2025-07-24,7526895607.3765,8693364708.663925,86.58207563608937,-1166469101.287425,Red
2025-07-25,7575205206.204,10543080152.415924,71.8500200766107,-2967874946.2119236,Red
2025-07-26,7584960957.236,8823787959.735924,85.96037202896477,-1238827002.4999237,Red
2025-07-27,7484670746.174999,6986270913.183902,107.13398949431748,498399832.99109745,Green
2025-07-28,7205615644.660999,7999862950.671924,90.07173859216908,-794247306.0109243,Yellow
2025-07-29,7480378668.1710005,6986270913.183902,107.07255360015684,494107754.9870987,Green
2025-07-30,7426897223.147,7653798565.119925,97.0354414211139,-226901341.97292423,Yellow
2025-07-31,7346808571.6855,8298091126.023925,88.53612788903854,-951282554.3384247,Red
2025-08-01,7642168726.464499,6986270913.183902,109.38838217743378,655897813.2805977,Green
2025-08-02,7557076575.9045,6986270913.183902,108.17039118313349,570805662.7205982,Green
2025-08-03,7462177127.6085,8771160162.885923,85.07628396963696,-1308983035.2774239,Red
2025-08-04,7262008155.126,8229265065.687924,88.2461325180189,-967256910.561924,Red
2025-08-05,7484235360.1605,6986270913.183902,107.12775747125525,497964446.9765978,Green
2025-08-06,7483548786.3875,6986270913.183902,107.11792999989704,497277873.203598,Green
2025-08-07,7837889212.241,6986270913.183902,112.18988369675154,851618299.0570984,Green
2025-08-08,7418752959.375999,7788890471.163924,95.2478788454113,-370137511.78792477,Yellow
2025-08-09,7678850987.842,6986270913.183902,109.91344428615157,692580074.6580982,Green
2025-08-10,7448442371.3275,7123978478.937924,104.55453218098363,324463892.38957596,Green
2025-08-11,7329631126.425,6986270913.183902,104.91478526252307,343360213.2410984,Green
2025-08-12,7373220942.908,10555589256.117924,69.8513438142219,-3182368313.2099237,Red
2025-08-13,7371117264.633499,7695849243.903924,95.78042696811332,-324731979.27042484,Yellow
2025-08-14,7930183895.104,6986270913.183902,113.51097021071463,943912981.9200983,Green
2025-08-15,7627670238.8105,7843176854.019926,97.25230452888525,-215506615.20942593,Yellow
2025-08-16,7504121135.473001,7055531349.003923,106.35798729081414,448589786.4690771,Green
2025-08-17,7441353411.969001,10775643334.053925,69.05716142675516,-3334289922.0849237,Red
2025-08-18,7684007061.151501,7205809690.011924,106.63627533492055,478197371.1395769,Green
2025-08-19,7492540413.87,6986270913.183902,107.24663424847596,506269500.6860981,Green
2025-08-20,7332554537.0155,6986270913.183902,104.95663034163363,346283623.8315983,Green
2025-08-21,7679186287.5905,6986270913.183902,109.91824369563147,692915374.4065981,Green
2025-08-22,7489989332.613,6986270913.183902,107.2101186124707,503718419.4290981,Green
2025-08-23,7702354253.439,6986270913.183902,110.2498650446516,716083340.2550983,Green
2025-08-24,7329075137.528501,7895192446.863923,92.82959455205817,-566117309.3354225,Yellow
2025-08-25,7762495407.6545,6986270913.183902,111.11071276960894,776224494.4705982,Green
2025-08-26,7188428047.889501,6986270913.183902,102.89363434681734,202157134.70559883,Green
2025-08-27,7384695995.22,6986270913.183902,105.70297211469747,398425082.0360985,Green
2025-08-28,7209896493.2685,7971255248.7279215,90.44869682750503,-761358755.4594212,Yellow
2025-08-29,7217327958.5335,6986270913.183902,103.30730153784285,231057045.34959793,Green
2025-08-30,7496320838.024,7646578333.197924,98.03497082451148,-150257495.1739235,Yellow
2025-08-31,7518164587.214499,6986270913.183902,107.61341323060995,531893674.0305977,Green
2025-09-01,7416386933.1545,6986270913.183902,106.15658947835705,430116019.9705982,Green
2025-09-02,7348797079.663501,7801073038.371923,94.2023878448033,-452275958.70842266,Yellow
2025-09-03,7461878062.986,8563712119.275924,87.13368640907694,-1101834056.2899237,Red
2025-09-04,7675382738.2705,6986270913.183902,109.86380049743225,689111825.0865984,Green
2025-09-05,7653141927.6115,7160116667.649924,106.88571545473707,493025259.9615755,Green
2025-09-06,7446031240.7165,7018926114.513924,106.08504946817146,427105126.20257664,Green
2025-09-07,7551417333.5925,6986270913.183902,108.08938598905607,565146420.408598,Green
2025-09-08,7279817384.1975,6986270913.183902,104.20176192222436,293546471.01359844,Green
2025-09-09,7602554847.320499,6986270913.183902,108.821357513829,616283934.1365976,Green
2025-09-10,7387663411.613,8437920990.753924,87.55312380512011,-1050257579.1409245,Red
2025-09-11,7742909846.015,8524811800.407924,90.82792708273621,-781901954.3929234,Yellow
2025-09-12,7585978783.6635,7732415301.069923,98.10619952880491,-146436517.40642357,Yellow
2025-09-13,7691546013.096499,8670186582.105923,88.71257775433341,-978640569.0094233,Red
2025-09-14,7408468233.424999,6986270913.183902,106.04324289005686,422197320.24109745,Green
2025-09-15,7540633489.1475,6986270913.183902,107.93502832702137,554362575.9635983,Green
2025-09-16,7574560170.0675,6986270913.183902,108.42064764155408,588289256.8835983,Green
2025-09-17,7305187066.783,6986270913.183902,104.56489817761386,318916153.5990982,Green
2025-09-18,7692628208.9255,6986270913.183902,110.11064850646746,706357295.7415981,Green
2025-09-19,7231118748.9609995,6986270913.183902,103.50469998687055,244847835.7770977,Green
2025-09-20,7558485488.2505,8077729259.325926,93.5719092036175,-519243771.0754261,Yellow
2025-09-21,7873566188.516001,6986270913.183902,112.7005563677422,887295275.332099,Green
2025-09-22,7417109656.01,6986270913.183902,106.16693438001461,430838742.82609844,Green
2025-09-23,7210879363.7875,6986270913.183902,103.21499772045392,224608450.6035986,Green
2025-09-24,7498802142.2105,6986270913.183902,107.3362632997726,512531229.026598,Green
2025-09-25,7715811572.3855,6986270913.183902,110.4424902536326,729540659.2015982,Green
2025-09-26,7752472466.0625,7502038574.469922,103.33821119561857,250433891.59257793,Green
2025-09-27,7570293600.389,6986270913.183902,108.35957686815408,584022687.2050982,Green
2025-09-28,7894107412.2105,9374564446.677925,84.20772460535959,-1480457034.4674253,Red
2025-09-29,7559622763.1765,6986270913.183902,108.20683676767555,573351849.9925985,Green
2025-09-30,7608228130.5415,6986270913.183902,108.90256368649966,621957217.3575983,Green
2025-10-01,7391126128.2575,7422168782.289924,99.58175763792255,-31042654.032423973,Yellow
2025-10-02,7813412298.263,6986270913.183902,111.83952634184548,827141385.0790977,Green
2025-10-03,7395688482.449,6986270913.183902,105.86031624528731,409417569.2650986,Green
2025-10-04,7286525727.39,6986270913.183902,104.29778372378149,300254814.20609856,Green
2025-10-05,7779664623.7369995,7948977444.987925,97.87000501105105,-169312821.25092506,Yellow
2025-10-06,7742644321.8275,6986270913.183902,110.8265685376763,756373408.6435986,Green
2025-10-07,7729867808.299,7867955604.027924,98.2449342284261,-138087795.7289238,Yellow
2025-10-08,7725706787.1695,6986270913.183902,110.58412825918613,739435873.9855986,Green
2025-10-09,7209109949.6455,6986270913.183902,103.1896707017341,222839036.4615984,Green
2025-10-10,7634486351.8435,6986270913.183902,109.27841829661,648215438.6595984,Green
2025-10-11,7226141203.0785,6986270913.183902,103.433452450891,239870289.894598,Green
2025-10-12,7546781447.164,6986270913.183902,108.023028894032,560510533.9800978,Green
2025-10-13,7465461144.4205,6986304815.235923,106.85850878048751,479156329.184577,Green
2025-10-14,7459699463.007,6986270913.183902,106.776555843686,473428549.8230982,Green
2025-10-15,7336138331.611,6986270913.183902,105.00792801731833,349867418.4270983,Green
2025-10-16,7772720532.013,7959879896.835924,97.64871622124197,-187159364.8229246,Yellow
2025-10-17,7455980758.1185,6986270913.183902,106.72332709068297,469709844.93459797,Green
2025-10-18,7584937748.1865,7386043875.357925,102.69283362223374,198893872.82857418,Green
2025-10-19,7704540463.098,8094492163.917926,95.18250567270695,-389951700.81992626,Yellow
2025-10-20,7494032555.4545,6986270913.183902,107.26799244661976,507761642.2705984,Green
2025-10-21,7479063285.676499,6986270913.183902,107.0537254941351,492792372.4925976,Green
2025-10-22,7378515325.2655,6986270913.183902,105.61450331594482,392244412.0815983,Green
2025-10-23,7606441470.279,6986270913.183902,108.87698981046906,620170557.0950985,Green
2025-10-24,7517107349.1025,7168359003.153924,104.86510714370101,348748345.948576,Green
2025-10-25,7340218999.3795,6986270913.183902,105.06633783021006,353948086.1955986,Green
2025-10-26,7471204000.7395,6986270913.183902,106.94122935657238,484933087.55559826,Green
2025-10-27,7617426204.6045,7016298116.547924,108.56759616069928,601128088.0565758,Green
2025-10-28,7203614456.3345,6986270913.183902,103.11100937612434,217343543.15059853,Green
2025-10-29,7305322668.353499,7594428667.815923,96.19318302787394,-289105999.4624233,Yellow
2025-10-30,7210679172.202,6986270913.183902,103.21213222056151,224408259.01809788,Green
2025-10-31,7429766787.3645,6986270913.183902,106.34810587353076,443495874.18059826,Green
2025-11-01,7338227003.415,6986270913.183902,105.0378248224946,351956090.2310982,Green
2025-11-02,7363248923.3265,8352398087.649924,88.15730340025331,-989149164.3234243,Red
2025-11-03,7447920259.4945,8699851650.123924,85.6097386371917,-1251931390.629424,Red
2025-11-04,7660130689.406,6986270913.183902,109.64548590508345,673859776.2220984,Green
2025-11-05,7793361240.015,6986270913.183902,111.55251974709464,807090326.8310986,Green
2025-11-06,7347246136.8825,8387658167.691924,87.59591759691703,-1040412030.8094244,Red
2025-11-07,7366411522.788,6986270913.183902,105.44125205460797,380140609.6040983,Green
2025-11-08,7363233196.0875,6986270913.183902,105.39575816036889,376962282.90359783,Green
2025-11-09,7765764976.032,7753347467.811925,100.16015673580509,12417508.220074654,Green
2025-11-10,7310598618.958,10660983798.273926,68.57339582620534,-3350385179.3159256,Red
2025-11-11,7643359794.699,6986270913.183902,109.40543087550607,657088881.5150986,Green
2025-11-12,7413176474.8689995,7234006885.6599245,102.47676829786056,179169589.20907497,Green
2025-11-13,7334296709.6745,6986270913.183902,104.98156743154397,348025796.4905987,Green
2025-11-14,7607512967.567499,7538025052.329924,100.92183184262697,69487915.23757553,Green
2025-11-15,7581249578.0475,11051807650.797924,68.59737173855125,-3470558072.7504244,Red
2025-11-16,7432311102.8685,6986270913.183902,106.38452466598265,446040189.68459797,Green
2025-11-17,7558404926.415,9733111610.253925,77.6566141340879,-2174706683.8389254,Red
2025-11-18,7638447252.422,8239617609.621924,92.70390465089181,-601170357.1999245,Yellow
2025-11-19,7251771741.574,6986270913.183902,103.80032254244634,265500828.39009857,Green
2025-11-20,7426240448.6675,7912865737.125922,93.85020162574915,-486625288.45842266,Yellow
2025-11-21,7342588984.0005,8540518977.2259245,85.9735690955103,-1197929993.2254248,Red
2025-11-22,7651698736.2995,9061377241.743925,84.44299947087158,-1409678505.4444246,Red
2025-11-23,7414388637.8305,6986270913.183902,106.12798630294581,428117724.64659786,Green
2025-11-24,7446231399.855,6986270913.183902,106.5837768444264,459960486.67109776,Green
