Date,Assets,Liabilities,Deposits,Loans,Capital,Total_Assets,Total_Liabilities
2025-02-04,24618996851.13,41422764075.51,36016063982.44,50447663879.35,7864195499.41,85303023557.36,77438828057.95
2025-02-05,23915288869.47,41982133260.87,36150582169.86,51275824540.22,7311731625.74,85444447056.47,78132715430.73
2025-02-06,25138548813.52,38529259073.07,38396590638.73,50053860306.35,8520069742.59,85445919454.39,76925849711.8
2025-02-07,24819922523.81,37996133013.32,39354490217.74,50413262069.15,8141631988.22,85492255219.28,77350623231.06
2025-02-08,24403105438.64,38440142544.66,39171263449.31,50870589913.07,7926884178.43,85538290172.4,77611405993.97
2025-02-09,23799658268.43,40827580954.87,36345709514.65,51383503986.27,8262121183.56,85435411653.07,77173290469.52
2025-02-10,25493435623.58,38534216653.65,38915157589.1,49696090682.73,7993269287.14,85442643529.89,77449374242.75
2025-02-11,25588552607.19,39728331277.34,38529934744.63,49637580136.67,7225975732.42,85484241754.39,78258266021.97
2025-02-12,23276987249.51,39147411754.68,37877670490.74,51930684496.26,8438181102.05,85463263347.47,77025082245.41
2025-02-13,25203372090.63,40844688036.84,37695107595.68,50107427680.41,7040658652.77,85580454285.28,78539795632.52
2025-02-14,22886193482.2,39049169932.69,38810909045.11,52456167388.09,7756240192.97,85616319170.78,77860078977.81
2025-02-15,24819976778.41,40733403567.73,36383383138.47,50411268300.89,8373264520.29,85490051226.48,77116786706.19
2025-02-16,24520357026.75,39765561528.62,37747380042.58,50811314359.65,8091230458.8,85604172030.01,77512941571.2
2025-02-17,22622137812.62,36931376898.38,40532879478.73,52751986468.02,8188157578.17,85652413955.28,77464256377.11
2025-02-18,25116532156.18,37131959680.42,40550746725.87,50181335164.49,7883051912.64,85565758318.93,77682706406.29
2025-02-19,25660657355.55,41162413903.27,36490432848.93,49703020705.69,7987696499.21,85640543251.41,77652846752.2
2025-02-20,23492709863.06,40506535252.42,37175095518.1,51979938083.69,8082741896.24,85764372666.76,77681630770.51
2025-02-21,24891617672.65,39889147756.29,37659500673.22,50508956489.34,8133822209.11,85682470638.62,77548648429.51
2025-02-22,23463505947.62,39780427851.16,38929188994.87,51977582479.95,7018892730.76,85728509576.79,78709616846.03
2025-02-23,24450559784.24,41069961321.6,37359335368.0,50968801026.43,7274522413.43,85703819103.03,78429296689.61
2025-02-24,22647638952.41,38234907327.98,39231648763.99,52753627281.3,8216700991.79,85683257083.76,77466556091.97
2025-02-25,23993802999.53,39050521980.1,38971554335.49,51443711534.64,7702372018.69,85724448334.29,78022076315.59
2025-02-26,24763840900.25,41646088008.39,36142864256.18,50701919033.84,7967593115.08,85756545379.65,77788952264.57
2025-02-27,25093626996.39,36365741235.2,40814813082.54,50294620695.43,8487908968.42,85668463286.16,77180554317.74
2025-02-28,25664291051.09,37353268709.15,40778975692.49,49773096935.84,7592060128.96,85724304530.6,78132244401.64
2025-03-01,22422650259.54,36475861094.98,40997098867.5,53082055530.03,8327842071.11,85800802033.6,77472959962.48
2025-03-02,22794276347.99,40933419293.05,37626869578.09,52628251515.92,7147129156.03,85707418027.17,78560288871.14
2025-03-03,23794269972.25,36832437717.31,40795679997.66,51599501569.83,8046622673.76,85674740388.72,77628117714.96
2025-03-04,23610126743.11,37532347061.94,41099429650.12,51832623227.91,7098620982.28,85730397694.34,78631776712.05
2025-03-05,23964919512.03,37118051736.89,40559193338.08,51551139398.31,8136458232.24,85813703307.2,77677245074.96
2025-03-06,24531831515.28,40041518855.14,37586641944.0,51051058271.11,8261486685.4,85889647484.54,77628160799.14
2025-03-07,22986559699.21,36912337554.62,40547083570.57,52605799815.58,8440987414.35,85900408539.54,77459421125.19
2025-03-08,23020764393.16,38383613567.83,39417138318.42,52550576060.39,8075771356.42,85876523242.67,77800751886.25
2025-03-09,23093643957.51,37877345868.92,40767453601.0,52688643494.89,7471436271.45,86116235741.36,78644799469.92
2025-03-10,23759342724.72,41923061222.56,36227130094.77,51757371414.45,7664256568.08,85814447885.41,78150191317.33
2025-03-11,23895356020.42,40440992600.82,37538940064.57,51664652754.15,7883713669.35,85863646334.74,77979932665.4
2025-03-12,25321743888.44,38917563911.43,38751772808.77,50235415708.71,8191071912.93,85860408633.13,77669336720.2
2025-03-13,25051543969.14,39629545842.23,39324646603.5,50610238834.59,7025106194.87,85979298640.59,78954192445.73
2025-03-14,23918251115.75,38426697480.93,39372982187.68,51692315903.15,8121419216.5,85921098885.11,77799679668.62
2025-03-15,22413433864.13,39727876976.24,38732897263.69,53166634371.07,7425666936.42,85886441176.36,78460774239.94
2025-03-16,24261270118.84,42501340322.88,36481726499.96,51329408579.11,6915431697.55,85898498520.4,78983066822.85
2025-03-17,22492206713.68,37495463774.24,40440340948.74,53200302897.08,8078410743.79,86014215466.77,77935804722.98
2025-03-18,25228775245.07,40710694727.83,37362261945.49,50352119017.93,7814423170.99,85887379844.32,78072956673.33
2025-03-19,23330663026.08,39093250645.67,39507776178.14,52313260419.97,7357977092.15,85959003915.96,78601026823.81
2025-03-20,24395888040.99,41175786968.2,37458653888.91,51406261785.84,7504365764.29,86138806621.4,78634440857.11
2025-03-21,23213898632.54,42764566768.47,36226869502.31,52534264088.65,7086021366.94,86077457637.72,78991436270.78
2025-03-22,24182944187.85,41673898345.99,36646194309.28,51541213966.73,7730087065.84,86050179721.11,78320092655.27
2025-03-23,24195266787.97,41401137088.46,37050487944.69,51559907313.78,7633800082.49,86085425115.63,78451625033.15
2025-03-24,23658253244.54,42198551614.09,36419925772.7,52159470247.89,7538026581.87,86156503968.67,78618477386.8
2025-03-25,23636318337.63,38912999954.67,38698625929.34,52009362002.31,8349374502.29,85961000386.3,77611625884.01
2025-03-26,25558508714.85,39641479416.19,39436835691.07,50125237807.47,6925942304.46,86004257411.73,79078315107.27
2025-03-27,23816785289.2,37208359953.96,41026458071.28,51964566982.7,7880355011.01,86115173036.25,78234818025.24
2025-03-28,24281169056.33,38656934937.82,39027899052.55,51578658189.95,8519515153.12,86204349143.5,77684833990.38
2025-03-29,24478943174.08,36493692446.28,41091722614.4,51223125946.47,8439663485.41,86025078546.08,77585415060.67
2025-03-30,25597041473.46,39966368982.15,37827879970.27,50207133079.9,8346858494.59,86141107447.01,77794248952.41
2025-03-31,25747580451.8,38353719002.05,40365983799.49,50013737208.93,7372703631.11,86092406432.65,78719702801.54
2025-04-01,23683648205.04,37282241601.23,40728945725.48,52147515601.64,8160589726.34,86171777053.05,78011187326.71
2025-04-02,23066329262.81,41293755751.05,37624728327.04,52713227027.01,7194648069.44,86113132147.52,78918484078.09
2025-04-03,22450939466.49,40335723364.99,38348650943.64,53426018582.84,7539441656.51,86223815965.15,78684374308.63
2025-04-04,23190258213.84,39745301370.69,37978640404.64,52689726342.85,8503313402.72,86227255178.05,77723941775.33
2025-04-05,23266595499.38,39012339215.67,40098910721.56,52575058457.42,7072447740.96,86183697678.18,79111249937.22
2025-04-06,22770684041.2,39100978416.03,38855877433.76,53160966765.62,8329110976.15,86285966825.94,77956855849.79
2025-04-07,24538048883.83,41516935494.33,36289654670.87,51379879181.97,8463782636.84,86270372802.05,77806590165.21
2025-04-08,25549881944.35,39817831689.56,37862363786.2,50319891692.93,8535456384.79,86215651860.55,77680195475.76
2025-04-09,23696836275.45,40301353942.69,38548429797.05,52208527963.1,7406311985.88,86256095725.62,78849783739.74
2025-04-10,24756230425.09,38370310613.76,39729553032.57,51190163771.31,8202857031.4,86302720677.73,78099863646.33
2025-04-11,25580324950.63,40498727873.79,38813950565.51,50379022379.22,7004761708.26,86317440147.56,79312678439.3
2025-04-12,24001499616.07,39345467887.16,38545852888.47,51969320579.21,8439156719.0,86330477494.63,77891320775.63
2025-04-13,25380020777.62,38115266487.75,40163193906.85,50515021470.13,7965905796.02,86244366190.62,78278460394.6
2025-04-14,25538378054.19,41500484165.01,36677847841.93,50398050217.04,8113063755.83,86291395762.77,78178332006.94
2025-04-15,25595351494.45,37392575710.24,41351929881.47,50343341573.34,7549463803.51,86293969395.22,78744505591.71
2025-04-16,24626093691.35,37329945148.04,40480237793.63,51365892176.9,8544346454.07,86354529395.74,77810182941.67
2025-04-17,23208000337.31,39527587409.99,39138617083.49,52738327960.49,7636441299.47,86302645792.95,78666204493.49
2025-04-18,22774382217.82,41747994455.05,36843001341.1,53213385104.62,7758739797.54,86349735593.68,78590995796.14
2025-04-19,25718192845.48,42369063085.61,36893590399.3,50292459328.47,7113087621.84,86375741106.75,79262653484.91
2025-04-20,23668141464.32,38311188788.09,40141610108.4,52337565202.73,7917322316.07,86370121212.55,78452798896.49
2025-04-21,24931166273.09,38308637702.1,40788506547.17,51096525519.62,7297960060.64,86395104309.9,79097144249.27
2025-04-22,22602232786.3,41481467061.93,36368917725.91,53467225643.15,8592181609.26,86442566397.1,77850384787.84
2025-04-23,25677802925.42,38673208670.15,39178777554.31,50392246768.7,8591252064.31,86443238288.76,77851986224.45
2025-04-24,24123785169.24,38753596700.35,39569848395.34,51944828360.02,8118161187.57,86441606283.25,78323445095.69
2025-04-25,23955912099.41,38538832646.1,41054377393.67,52252014338.85,7006706367.34,86599916407.11,79593210039.77
2025-04-26,24953054196.29,36740673345.87,41221645045.29,51091327725.54,8451751974.56,86414070365.72,77962318391.16
2025-04-27,25027213931.37,41532776322.22,37361513307.01,51205343876.16,7733616970.23,86627906599.46,78894289629.23
2025-04-28,24709330482.32,40057048718.8,39330411497.3,51355040948.28,7049325500.49,86436785716.6,79387460216.11
2025-04-29,24887012825.06,37853954290.21,40566601154.39,51257397852.53,8107183961.75,86527739406.35,78420555444.6
2025-04-30,25429852205.02,37161414981.56,41126456280.81,50817597857.99,8356958354.7,86644829617.07,78287871262.37
2025-05-01,22707056875.99,38650172427.6,40796659543.39,53360340368.9,6993392170.94,86440224141.92,79446831970.98
2025-05-02,25908780590.66,39971051830.15,38357885031.69,50358433901.88,8338352334.24,86667289196.08,78328936861.84
2025-05-03,22578164564.46,37402702010.97,40671898279.88,53488161465.32,8364406561.18,86439006852.02,78074600290.84
2025-05-04,24373410153.26,40699382527.7,38554234877.67,51887665569.62,7406695916.07,86660313321.44,79253617405.37
2025-05-05,23311208027.76,36911459899.81,41272115672.2,52880385755.23,8397780999.57,86581356571.58,78183575572.01
2025-05-06,25122299808.77,40733831391.92,38711661499.45,51083011509.96,7151451789.01,86596944680.38,79445492891.37
2025-05-07,25192251092.63,38745812061.0,39868914037.53,51028667397.98,7999954004.43,86614680102.96,78614726098.52
2025-05-08,24754816944.01,41572807977.28,36985192128.41,51500907075.82,8096231735.04,86654231840.72,78558000105.68
2025-05-09,24216536683.98,37976354552.5,40864705365.67,52112444250.24,7896418416.16,86737478334.34,78841059918.17
2025-05-10,24051515059.45,38069191348.0,40951958340.76,52202786910.67,7631466186.37,86652615875.13,79021149688.76
2025-05-11,23568628011.68,42006363591.88,37522439209.83,52728591285.14,7172582762.86,86701385564.57,79528802801.71
2025-05-12,25978517346.29,40532905799.3,38265681486.2,50373201566.12,7964729660.4,86763316945.91,78798587285.51
2025-05-13,22848664003.19,40601424873.11,38182654584.67,53361569807.41,7818458963.35,86602538421.14,78784079457.79
2025-05-14,23253895933.6,40142205740.27,38413389701.6,52916336412.89,8001486770.04,86557082211.91,78555595441.87
2025-05-15,24387489357.34,37351374433.63,41460739640.04,51814060237.49,7780555920.46,86592669994.12,78812114073.67
2025-05-16,24874901474.59,39646624675.47,39716953837.41,51436474551.11,7353894243.6,86717472756.48,79363578512.88
2025-05-17,25396489753.39,40023992915.56,38238133436.78,50951367485.66,8496802328.39,86758928680.73,78262126352.34
2025-05-18,24361477845.81,39570727611.85,39878739998.52,51919419747.78,7233370564.15,86682838174.53,79449467610.37
2025-05-19,25402994402.51,42690926735.35,36885401187.48,50913634981.61,7147114559.13,86723442481.95,79576327922.82
2025-05-20,24417181698.03,41653814822.95,37495275538.42,51894952791.68,7569244286.04,86718334647.41,79149090361.37
2025-05-21,25938902144.33,38198758157.5,40674830574.5,50549467007.62,8045012577.04,86918601309.04,78873588732.0
2025-05-22,25756176533.78,37251831521.49,41005667354.66,50627953637.17,8542649045.38,86800147921.53,78257498876.15
2025-05-23,23241635380.33,39184026850.99,40354266855.77,53144882909.17,7264567985.86,86802861692.62,79538293706.76
2025-05-24,25315537501.43,40633298917.75,38389055626.82,51075699677.74,7785869522.66,86808224067.23,79022354544.57
2025-05-25,24415209771.36,39413028310.38,40317668476.25,51909801195.48,7002270221.14,86732967007.77,79730696786.63
2025-05-26,25204617377.44,38193043252.01,40236702361.41,51304076378.72,8511951836.77,86941697450.19,78429745613.42
2025-05-27,25747996783.98,40270528159.38,38907157713.69,50874363443.59,7893178021.91,87070863894.97,79177685873.06
2025-05-28,25241798220.39,41414442419.45,37923808151.75,51274537142.31,7612130522.77,86950381093.98,79338250571.21
2025-05-29,25636889642.32,37750363736.7,41114239282.49,50784979436.28,7978430024.68,86843033043.87,78864603019.19
2025-05-30,23689306340.78,38436300867.52,40578250601.11,52717753826.68,7811653267.12,86826204735.75,79014551468.63
2025-05-31,24035051670.78,38820987091.18,40392975444.3,52452578048.75,7703798509.43,86917761044.92,79213962535.49
2025-06-01,25616705695.16,41323505951.06,37963047016.79,50825975058.24,7580129706.46,86866682674.31,79286552967.85
2025-06-02,24861063455.81,37296762366.73,41690079240.89,51699799008.63,8014138465.61,87000980073.23,78986841607.62
2025-06-03,25297863136.79,42742277216.15,37105644607.32,51333056354.97,7232668508.08,87080590331.55,79847921823.47
2025-06-04,25427126212.32,41671422470.98,37992903250.57,51061819336.34,7254930583.74,86919256305.3,79664325721.56
2025-06-05,22964234088.81,42140963188.86,36934659056.02,53545716328.22,7867503229.03,86943125473.9,79075622244.87
2025-06-06,25712288816.23,39739691008.22,38620086908.54,50854215320.22,8647613147.39,87007391064.15,78359777916.76
2025-06-07,23087593028.48,38785390053.08,40804334726.04,53470940723.05,7408609029.43,86998333808.56,79589724779.12
2025-06-08,22878534960.48,39621195362.35,39468320759.91,53724199924.02,7959046246.5,87048562368.76,79089516122.26
2025-06-09,25114344900.34,39140136563.31,40538468189.26,51411138193.81,7282171490.79,86960776243.35,79678604752.56
2025-06-10,24330187050.87,42029054749.47,37800207017.55,52219339521.2,7158836610.34,86988098377.36,79829261767.01
2025-06-11,23955756953.5,40949028475.76,38016047118.81,52542658901.59,7964942422.58,86930018017.15,78965075594.57
2025-06-12,24263591088.57,42673692584.52,36836331317.75,52350094696.28,7550982671.43,87061006573.69,79510023902.27
2025-06-13,25631029232.95,41444699044.76,36869080136.38,50925363557.65,8682121717.28,86995900898.42,78313779181.14
2025-06-14,25260055021.62,38690530205.18,40170922965.96,51440241540.08,8297974739.88,87159427911.03,78861453171.14
2025-06-15,24044996331.85,40351672726.91,39030552276.46,52571782458.68,7682296349.51,87064521352.87,79382225003.37
2025-06-16,23250992275.57,38314747996.69,41651869303.48,53446059720.52,7189123604.48,87155740904.65,79966617300.17
2025-06-17,23587839121.58,38337320810.29,41493122693.77,53073750642.52,7284999409.69,87115442913.75,79830443504.06
2025-06-18,24141801688.18,38928510701.55,41003929006.79,52548339844.7,7215448397.21,87147888105.55,79932439708.33
2025-06-19,23371132984.11,42232610113.6,37654787512.24,53315731290.12,7256766322.16,87144163947.99,79887397625.83
2025-06-20,23838239977.67,40234901624.1,39358115681.05,52892764038.53,7601305440.53,87194322745.68,79593017305.15
2025-06-21,23087508881.52,40100318512.61,38655815367.55,53605919407.15,8395489175.14,87151623055.3,78756133880.16
2025-06-22,24505189674.75,40651373595.97,38137027499.99,52102688953.07,8266006435.65,87054407531.61,78788401095.95
2025-06-23,24388934149.6,40786810027.55,37811685900.36,52291801965.55,8538704202.95,87137200130.86,78598495927.91
2025-06-24,23017979375.61,40164585990.06,39924276327.83,53783932254.36,7186037261.64,87274899579.52,80088862317.88
2025-06-25,22850611023.48,39677486140.22,39853657636.29,53780574639.63,7549749022.47,87080892798.99,79531143776.51
2025-06-26,24015629318.66,39280148564.39,39445360972.53,52779346306.37,8541508218.79,87267017755.71,78725509536.92
2025-06-27,23417026724.24,42276611748.49,37429796806.83,53344062446.99,7522101866.54,87228510421.85,79706408555.32
2025-06-28,26080658764.68,39345362714.18,39662874317.41,50766188530.59,8317725803.93,87325962835.53,79008237031.59
2025-06-29,23108209380.86,40389085558.78,38424360297.98,53648942563.0,8410590443.07,87224036299.84,78813445856.77
2025-06-30,23399583855.59,42453100946.7,37441249808.53,53403866828.29,7382297749.17,87276648504.4,79894350755.23
2025-07-01,23651951160.81,38732896499.11,40410312341.5,53120299618.44,8097985226.71,87241194067.33,79143208840.61
2025-07-02,25324812124.24,41545296665.87,38498181645.86,51541967820.37,7305135261.69,87348613573.42,80043478311.73
2025-07-03,23060106499.86,39967822458.34,39795003597.71,53905460961.56,7698046059.2,87460872115.25,79762826056.06
2025-07-04,25681090846.86,39737196194.39,39777863660.95,51222546394.01,7875437009.29,87390496864.63,79515059855.34
2025-07-05,24069948411.07,42058877084.79,36784008375.92,52802425402.22,8512084781.66,87354970242.38,78842885460.72
2025-07-06,23778777264.35,37617093174.67,41535575336.14,53114688920.16,8226270335.23,87378938846.03,79152668510.81
2025-07-07,25696599119.63,39632637394.06,39745330926.49,51244970755.15,8055633809.87,87433602130.43,79377968320.55
2025-07-08,22981116998.38,38104120264.42,41611772471.18,54023579289.35,7789443955.01,87505336690.61,79715892735.6
2025-07-09,25816729287.36,37058490236.33,41860523917.4,51073259566.56,8455973180.27,87374987334.0,78919014153.73
2025-07-10,24160166096.29,41524392960.4,38812041052.55,52774968482.46,7089855281.08,87426289294.04,80336434012.96
2025-07-11,25079576707.73,39531274877.66,40969500809.03,51928919712.74,7008879336.56,87509655023.26,80500775686.69
2025-07-12,24335465652.52,38261746295.14,41521827896.92,52558210021.67,7595602710.42,87379176902.48,79783574192.06
2025-07-13,24992236143.06,39018935966.69,40551417558.44,51874197233.7,7777866221.19,87348219746.31,79570353525.13
2025-07-14,25744003531.06,41930655965.93,37657020477.63,51217142522.47,7868171344.55,87455847788.11,79587676443.55
2025-07-15,24750915016.65,38262093662.51,41497870881.79,52147036909.04,7624071734.89,87384036279.19,79759964544.3
2025-07-16,26241522775.93,40011820495.36,40290923130.91,50868238756.79,7321985388.19,87624729014.46,80302743626.26
2025-07-17,22909364146.08,42286585861.29,37568377136.35,54168389505.29,7733393424.36,87588356422.01,79854962997.65
2025-07-18,26074543629.78,39535302993.04,40780054133.43,51101006220.84,7384131340.14,87699488466.62,80315357126.48
2025-07-19,23117710288.8,42359286332.15,37844827442.14,53918613342.29,7337163079.22,87541276853.51,80204113774.29
2025-07-20,24286308505.67,42070813375.38,37115223268.65,52755731538.64,8361736133.59,87547772777.63,79186036644.03
2025-07-21,24670760471.27,40237475763.14,39514695367.89,52351940990.42,7773625984.54,87525797115.56,79752171131.03
2025-07-22,25753734287.83,41362358569.03,37774169940.26,51387271450.09,8523705283.8,87660233793.09,79136528509.29
2025-07-23,22924769667.25,41291419540.01,38686541573.43,54028818661.25,7469298350.75,87447259464.2,79977961113.44
2025-07-24,26168766133.31,41689384279.1,37580741824.01,50853657008.1,8255354739.4,87525480842.51,79270126103.11
2025-07-25,24007498869.21,43334334338.69,36990452451.04,53197456994.13,7408117600.42,87732904390.15,80324786789.74
2025-07-26,26233546801.88,41887458037.08,37371407733.31,50920958054.43,8416707929.97,87675573700.35,79258865770.38
2025-07-27,25643389847.28,39934755901.42,40205603146.04,51411587694.73,7422115432.1,87562474479.56,80140359047.46
2025-07-28,23758843852.56,37863320280.93,41306347681.95,53360535075.62,8465989910.04,87635657872.93,79169667962.88
2025-07-29,24899423796.01,39947308337.6,40321519424.49,52223126926.86,7370434423.0,87639262185.09,80268827762.08
2025-07-30,26269729244.55,43044171444.4,37291526342.85,50921961934.72,7382133098.29,87717830885.54,80335697787.25
2025-07-31,26207717968.23,41857926690.98,37775442329.62,50941178772.84,8035831821.53,87669200842.13,79633369020.6
2025-08-01,23460005518.76,41627553546.1,38661643305.18,53773928258.07,7476636986.03,87765833837.31,80289196851.28
2025-08-02,24978943782.5,40275143173.14,39941578692.29,52199851673.66,7486454789.29,87703176654.72,80216721865.43
2025-08-03,24357141049.16,41011202210.73,39102766119.19,52767318058.39,7527462474.1,87641430804.03,80113968329.93
2025-08-04,23024906646.79,39658628820.71,40926892616.75,54292400237.06,7275054566.92,87860576004.37,80585521437.45
2025-08-05,23185502379.4,38918151396.1,41066912223.28,54035765560.01,7766377220.86,87751440840.24,79985063619.38
2025-08-06,26273582601.78,41553259291.34,38309611063.18,51027178982.84,7978904173.46,87841774527.98,79862870354.52
2025-08-07,25817553784.92,37724717095.39,41221678733.26,51347730799.42,8741427562.65,87687823391.3,78946395828.64
2025-08-08,24505713854.77,42538143995.13,37798819889.95,52795943068.61,7505828073.32,87842791958.39,80336963885.08
2025-08-09,25382812508.14,39845007103.33,39803712126.32,51897306871.93,8169598247.7,87818317477.35,79648719229.65
2025-08-10,23412931951.31,42769489263.9,37942335787.39,53808142221.67,7039395599.83,87751220651.12,80711825051.3
2025-08-11,24244206961.7,40110510088.06,40401447126.02,53061953857.6,7335952807.85,87847910021.93,80511957214.08
2025-08-12,23157581059.82,41072552929.32,39131079498.98,54203283168.66,7706440558.6,87910072986.91,80203632428.31
2025-08-13,25759976634.87,39872779886.55,40770234626.28,51515914221.44,7170497823.88,87813512336.72,80643014512.83
2025-08-14,24241185576.39,41957572609.63,38199157453.05,53084875712.06,7713794128.74,87870524191.41,80156730062.68
2025-08-15,23819788397.19,41348970530.3,38449433385.99,53460685325.36,8020316222.98,87818720139.26,79798403916.29
2025-08-16,24668767149.91,38759738245.58,40373293584.92,52597288043.29,8669303616.32,87802335446.82,79133031830.5
2025-08-17,26245013671.43,41496407950.79,38278797547.49,51061782199.0,8073426172.67,87848631670.95,79775205498.28
2025-08-18,26209259576.84,40313789577.35,39566137881.46,51202026966.34,8087443612.99,87967371071.8,79879927458.81
2025-08-19,26027923911.47,42326782466.18,37361248749.45,51421448604.37,8322619370.56,88010650586.19,79688031215.63
2025-08-20,24627133590.31,39553784603.14,40547450533.75,52722608332.41,7796198866.2,87897434003.09,80101235136.89
2025-08-21,23587698320.46,39855802018.99,40630826151.19,53857693555.36,7519498961.44,88006127131.61,80486628170.18
2025-08-22,24303732299.85,41900710031.73,38836131229.37,53076869688.28,7195660998.13,87932502259.24,80736841261.11
2025-08-23,25742023318.08,39592675081.04,39811480132.46,51679002585.52,8574283313.32,87978438526.82,79404155213.5
2025-08-24,23832978781.73,38598758573.11,41236655268.35,53640862236.59,8203041861.17,88038455702.63,79835413841.47
2025-08-25,25540224426.27,41057140718.59,39573690134.92,51957597475.46,7434875853.0,88065706706.51,80630830853.51
2025-08-26,22937208046.77,38969420199.16,41969883146.48,54549409289.17,7113670899.75,88052974245.39,80939303345.64
2025-08-27,25783028789.44,39418509044.17,39987681878.73,51713039564.79,8657523116.01,88063714038.9,79406190922.89
2025-08-28,26298838649.86,39822039978.21,40670723727.92,51195169381.34,7568609056.6,88061372762.73,80492763706.13
2025-08-29,23380826788.2,39004547632.83,41446195209.28,54109606231.39,7606567407.43,88057310249.54,80450742842.11
2025-08-30,23513996455.58,42813026067.37,37205683410.11,54030804546.15,8100382569.94,88119092047.42,80018709477.49
2025-08-31,26145738772.86,39750674487.13,40662243143.63,51343500972.89,7643036625.77,88055954256.53,80412917630.76
2025-09-01,23869750010.78,43137830866.02,37337819357.26,53638209129.35,7601576072.33,88077226295.6,80475650223.28
2025-09-02,25338139737.73,39229096073.74,40360515648.53,52286127418.87,8619782773.87,88209394496.14,79589611722.27
2025-09-03,24269918513.94,42793603001.11,38249531175.55,53290743323.88,7093981548.14,88137115724.8,81043134176.66
2025-09-04,23131772809.94,38087461899.9,41244065716.77,54433271063.98,8810567694.6,88142095311.27,79331527616.67
2025-09-05,25228895059.49,39340711314.83,41114074546.38,52406203286.15,7766916804.29,88221702665.5,80454785861.21
